Id|TIPO_VIA|NOMBRE_VIA|PORTAL1|PORTAL2|CODPOSTAL|COD_INE_MUNICIPIO|LATITUD_WGS84_4326|LONGITUD_WGS84_4326|PROVINCIA|MUNICIPIO|POBLACION
|||||||42.82260764682446|-2.511421349683592|||
|||||||42.851776950966666|-2.510789658626571|||
|||||||42.98792652996085|-2.9966658527411223|||
|||||||43.034593604230615|-2.947290749906198|||
|||||||43.05750448268949|-3.007985761276871|||
|||||||43.06078467799793|-3.002510255802166|||
|||||||43.05497787949513|-2.998707101116507|||
|||||||43.06549414093348|-2.966193438887399|||
|||||||43.079951839448235|-2.98334772552086|||
|||||||43.04589118433328|-2.5932508649334993|||
|||||||43.12966056033989|-3.1414810574285283|||
|||||||42.714186094172504|-2.873576482525379|||
|||||||42.92425435092808|-2.6135786358933686|||
|||||||42.893615359736906|-2.3159285432033005|||
|||||||43.07421135718346|-3.0825203702496253|||
|||||||43.09988341569994|-2.999761305112152|||
|||||||42.52278044616757|-2.675053430954775|||
|||||||42.91205661674299|-2.493108773535401|||
|||||||42.687086473767465|-2.8335629824630097|||
|||||||42.693989482058974|-2.523551041616681|||
|||||||42.68691406017004|-2.36073843984768|||
|||||||42.96875171897979|-2.7307250028217878|||
|||||||42.59480732888886|-2.514263121132153|||
|||||||42.89558673787933|-2.935361044332487|||
|||||||42.864511791716154|-2.5471344097695314|||
|||||||42.50716707458259|-2.6248145265809155|||
|||||||42.561872924083275|-2.5404762401480894|||
|||||||42.82285329832589|-2.475550610200247|||
|||||||42.60557352022992|-2.8088532836558793|||
|||||||42.61869698794295|-2.6114506948691516|||
|||||||42.548509336860356|-2.573069253335517|||
|||||||42.543983674217856|-2.4998418900117976|||
|||||||42.49468420266223|-2.5704457632483004|||
|||||||42.571307432180376|-2.63748908748638|||
|||||||43.14177057521254|-2.963223078904398|||
|||||||43.141115340805335|-2.9610725341123136|||
|||||||43.13766404228752|-2.960804013079044|||
|||||||43.13544369890666|-2.9496556037075408|||
|||||||43.14888562211385|-2.9483796093628314|||
|||||||43.14478339153562|-2.9596569548886293|||
|||||||43.152848380740096|-2.9570927498650597|||
|||||||43.15525459957283|-2.984114437432184|||
|||||||43.14820849630539|-2.9827399337748317|||
|||||||43.13988637670997|-2.9684430010100717|||
|||||||43.125694681087566|-2.987385881922747|||
|||||||43.15555185942477|-2.9602955069127237|||
|||||||43.166963659460286|-2.9692610722564554|||
|||||||42.74904992463661|-2.445146701045127|||
|||||||42.52700033081368|-2.4153310624503583|||
|||||||42.539560453648974|-2.6313567241955407|||
|||||||43.16821336445956|-3.0179435315669645|||
|||||||42.559677780912125|-2.433113287508598|||
|||||||42.53458687453987|-2.432601831497169|||
|||||||42.637988603127944|-2.7051832580420245|||
|||||||42.80253566294831|-2.9251406683088486|||
|||||||42.72474718848669|-2.9025006326960026|||
|||||||42.813654258878046|-2.991542081532187|||
|||||||42.82446701750886|-2.36798335903207|||
|||||||42.86375990208899|-2.3988154308548926|||
|||||||42.828575169306575|-2.4014992486819158|||
|||||||42.568776823980066|-2.6763713846231663|||
|||||||42.87901060146276|-2.3928640858742303|||
|||||||42.965775232634066|-2.9204239135181527|||
|||||||42.86411957515328|-3.1283255166491712|||
|||||||42.75738873282415|-2.3198670314524|||
|||||||42.54115500538286|-2.6614189703336306|||
|||||||42.98288464931391|-2.6477787300385494|||
|||||||42.84740061676134|-2.6729743881351866|||
|||||||42.848070350609525|-2.674464805567356|||
|||||||42.84930330965399|-2.673945127216791|||
|||||||42.85116190300401|-2.6730658853413587|||
|||||||42.84905550088045|-2.671979233385494|||
|||||||42.8523523267512|-2.6718098808358213|||
|||||||42.850840109294474|-2.670624072645966|||
|||||||42.84932344776992|-2.6696958966930615|||
|||||||42.84811569042409|-2.6702112441949932|||
|||||||42.84773967648301|-2.6688640947051105|||
|||||||42.84616598978567|-2.67127874559211|||
|||||||42.84484556352108|-2.6724481307508814|||
|||||||42.84575255329337|-2.6689797404188917|||
|||||||42.843550234581514|-2.669226349865574|||
|||||||42.843580237568894|-2.6721364989283076|||
|||||||42.84327823684216|-2.675129847562781|||
|||||||42.84162226238315|-2.671441750338674|||
|||||||42.84998894282146|-2.6764306741115154|||
|||||||42.85138201335938|-2.6772483937187364|||
|||||||42.85094613778691|-2.678914389617043|||
|||||||42.85133695167953|-2.6801583661611246|||
|||||||42.85150040616768|-2.6755321848968387|||
|||||||42.85223906850606|-2.6742240325667916|||
|||||||42.85297040758054|-2.6765558057207666|||
|||||||42.853348812750475|-2.6746403038738262|||
|||||||42.85438276650031|-2.674810116733659|||
|||||||42.85314673289937|-2.6780911856541656|||
|||||||42.854314979034505|-2.677818756127138|||
|||||||42.853897983878454|-2.679660425813244|||
|||||||42.85548328266408|-2.675039061556875|||
|||||||42.85574359185433|-2.678027262261906|||
|||||||42.857564911828256|-2.676929860358306|||
|||||||42.85737270162102|-2.674318046752839|||
|||||||42.85975351416487|-2.6754619341807397|||
|||||||42.85942253077656|-2.6772666027311893|||
|||||||42.85912725260375|-2.678361661708754|||
|||||||42.858760666975066|-2.6800213558518386|||
|||||||42.85703237099124|-2.679696268569029|||
|||||||42.844530737092704|-2.6780940337192676|||
|||||||42.84427323365552|-2.6814625619466472|||
|||||||42.84704745262444|-2.6781025595778423|||
|||||||42.8468953735861|-2.6807275691812733|||
|||||||42.84848006569611|-2.6768154392752663|||
|||||||42.84901107233155|-2.6791926880362285|||
|||||||42.84893712467697|-2.680785364137576|||
|||||||42.85705417881522|-2.6830969292913234|||
|||||||42.85597282370199|-2.6868030285116276|||
|||||||42.85375006235757|-2.6831484959989393|||
|||||||42.85369097992654|-2.68114130127823|||
|||||||42.85083799099067|-2.681665567068082|||
|||||||42.851132901333955|-2.683491278216203|||
|||||||42.85264342179401|-2.6853096911151617|||
|||||||42.85313821415064|-2.686717850624141|||
|||||||42.85366689913984|-2.6900368575153775|||
|||||||42.84935229823752|-2.690922988821364|||
|||||||42.84938142496252|-2.6843572361919117|||
|||||||42.849391071918234|-2.682951605405215|||
|||||||42.84878600416503|-2.6819412009018344|||
|||||||42.84586519546544|-2.6827343410745064|||
|||||||42.84344804234836|-2.6833634076738786|||
|||||||42.845112209172626|-2.684308324558539|||
|||||||42.84606987693747|-2.686009806540407|||
|||||||42.84705411821202|-2.688790129308254|||
|||||||42.84225286688718|-2.685362578208909|||
|||||||42.841911588730284|-2.6882676454436925|||
|||||||42.841164996032106|-2.690504741588834|||
|||||||42.8435543091416|-2.6899452938232207|||
|||||||42.84433627818416|-2.693347804761037|||
|||||||42.84156003914712|-2.6937651142429497|||
|||||||42.83958522982469|-2.6942642978827887|||
|||||||42.837530668062485|-2.677260389336782|||
|||||||42.83469813370712|-2.6833574184548166|||
|||||||42.83422801879902|-2.6937493510398443|||
|||||||42.84505008931759|-2.695565458198864|||
|||||||42.83986122066013|-2.7003312975974096|||
|||||||42.84528619949347|-2.700052506496113|||
|||||||42.84257642167256|-2.703126365195779|||
|||||||42.83807079419072|-2.706692259908226|||
|||||||42.83966649837083|-2.7098337833413906|||
|||||||42.842771565185195|-2.706360322742579|||
|||||||42.846481045417896|-2.7059790448665555|||
|||||||42.85054760961152|-2.7019104526392224|||
|||||||42.85381987694808|-2.670844802140991|||
|||||||42.855599003666114|-2.6722343658573893|||
|||||||42.85659009340276|-2.6717093703688994|||
|||||||42.85585709507951|-2.6689887439500306|||
|||||||42.859103626889706|-2.6724043733586735|||
|||||||42.860627768438796|-2.6715696658133603|||
|||||||42.86040761056053|-2.6700850734967463|||
|||||||42.86032087475904|-2.6688219377432625|||
|||||||42.85797296239261|-2.6685906134612654|||
|||||||42.85886838542596|-2.6664044528435795|||
|||||||42.85878070571716|-2.6643436555687563|||
|||||||42.85637291305858|-2.6662396232680408|||
|||||||42.856821277024274|-2.663247986602557|||
|||||||42.85676776409366|-2.661070359036478|||
|||||||42.855280763164146|-2.6590863163709533|||
|||||||42.85536363141487|-2.661981625942794|||
|||||||42.85351487255648|-2.6611534738299043|||
|||||||42.85479252966848|-2.665267022717314|||
|||||||42.852702490020576|-2.6641470461081633|||
|||||||42.85144744394804|-2.6628538179676027|||
|||||||42.851922693806785|-2.6650862994677538|||
|||||||42.85106990767294|-2.6652463456697566|||
|||||||42.85371916839611|-2.666633684103107|||
|||||||42.852480554836845|-2.6682713255938997|||
|||||||42.85109857340499|-2.6678673818610585|||
|||||||42.848762588656136|-2.6672745286339357|||
|||||||42.848306033383|-2.663852653954086|||
|||||||42.85006963637479|-2.6636773553016924|||
|||||||42.849241424247836|-2.6625901960163665|||
|||||||42.84937612779741|-2.6606815385858615|||
|||||||42.850867493634965|-2.659216808403318|||
|||||||42.84890723745206|-2.6592684759824614|||
|||||||42.84855831671506|-2.6585607779676015|||
|||||||42.85099292691414|-2.655934699141776|||
|||||||42.8559956111119|-2.6515204473358303|||
|||||||42.853744864718784|-2.654532075194644|||
|||||||42.85124104243733|-2.6488411930017857|||
|||||||42.84576173154746|-2.6527173582696992|||
|||||||42.84038872798538|-2.6522773458613984|||
|||||||42.844371694398745|-2.6446293526436406|||
|||||||42.84505953314936|-2.667098205563242|||
|||||||42.844439874446074|-2.6656189142843947|||
|||||||42.8436233514361|-2.6664978732451985|||
