Id|TIPO_VIA|NOMBRE_VIA|PORTAL1|PORTAL2|CODPOSTAL|COD_INE_MUNICIPIO|LATITUD_WGS84_4326|LONGITUD_WGS84_4326|PROVINCIA|MUNICIPIO|POBLACION
|||||||42.08657619122829|-0.5722790735781011|||
|||||||42.00953505285873|-0.6001282108748461|||
|||||||41.95023453408823|0.2366081112384502|||
|||||||41.93123787355527|-0.4322458321687463|||
|||||||42.1791793286496|0.0072186785147394|||
|||||||41.784315561894346|0.412965136428461|||
|||||||42.08899144681558|-0.1586334842083092|||
|||||||42.81074745388932|-0.768345851664527|||
|||||||42.024321987921766|-0.1719278229840565|||
|||||||42.728026006808335|-0.6545708935643346|||
|||||||42.28993694655637|0.6749795082632951|||
|||||||42.05114442585277|-0.2807165221145832|||
|||||||42.32213222965008|-0.4790702149930261|||
|||||||42.25031145277509|-0.7010080584771327|||
|||||||41.9813186829046|0.3101913840630545|||
|||||||42.06845119940004|-0.0291317647117782|||
|||||||42.09722851907297|-0.0387390779156341|||
|||||||41.95814676334786|0.464619664439486|||
|||||||42.501023044288885|-0.8071888014864006|||
|||||||41.91291092894717|0.5560418092219885|||
|||||||41.59141060059618|0.1392388598893152|||
|||||||42.1890576000257|-0.4570098583570168|||
|||||||42.06951239538907|0.1405127174848645|||
|||||||42.03641374505374|0.1297946476930545|||
|||||||42.04717729695264|0.1707870762069507|||
|||||||42.03201712454877|0.1311022377853998|||
|||||||42.03459787431412|0.1322842991748137|||
|||||||42.03728360736008|0.1218307125273054|||
|||||||42.0623881401308|0.100382392175571|||
|||||||42.03311143130002|0.1288697755380761|||
|||||||42.033637201384906|0.0785622886253026|||
|||||||42.00293625332469|0.1194260918870519|||
|||||||42.02297231908509|0.1595368200487409|||
|||||||41.98220232302184|-0.4368429223960132|||
|||||||42.03447146595996|-0.0980392935548361|||
|||||||42.24936383875558|0.0636768462799938|||
|||||||41.71299828505787|0.2384284916598199|||
|||||||42.08408356629008|0.479148962033856|||
|||||||42.63641793268263|0.5718334435481627|||
|||||||41.96434746802436|-0.003786380428333|||
|||||||42.66952466946187|0.176949492007905|||
|||||||42.250294397955294|-0.0909085128150568|||
|||||||42.62892974620111|-0.314645901018776|||
|||||||41.80885168000979|0.2087641602433709|||
|||||||41.85471510813428|0.2896187139571488|||
|||||||41.85062361111192|0.2950080687426683|||
|||||||41.84910728966072|0.2959738311933534|||
|||||||41.84510644206172|0.2919719407837487|||
|||||||42.48766513493749|0.5240265136782429|||
|||||||42.20775050839809|-0.7352296037206546|||
|||||||42.07142049252157|-0.2005741008056889|||
|||||||42.415240025743294|0.002416945200649|||
|||||||42.41161738917834|0.6914198620383138|||
|||||||42.67462196723242|-0.5820774419488007|||
|||||||42.56724372653754|-0.1405759972559659|||
|||||||42.403575232874864|-0.509984523214287|||
|||||||42.42916821637245|0.3951307070518941|||
|||||||41.94910671859133|0.5306383395645493|||
|||||||42.60909148760505|-0.8618720503433615|||
|||||||41.49592759320475|0.0702798933036177|||
|||||||42.75352200389267|-0.4813711125393979|||
|||||||41.84246078630555|-0.1874282670579592|||
|||||||42.18075244069836|0.4377709703901144|||
|||||||42.214134501482654|-0.1773105337180241|||
|||||||41.96281035144883|0.1414149245054348|||
|||||||41.64592171839433|-0.2089089029769173|||
|||||||42.53014014526384|0.5210295298206881|||
